Microcystis aeruginosa PCC 9432,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/995/GCF_000307995.1_ASM30799v2/GCF_000307995.1_ASM30799v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus acidophilus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/985/GCF_000011985.1_ASM1198v1/GCF_000011985.1_ASM1198v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrivibrio fibrisolvens,RiPP,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/175/155/GCF_003175155.1_INBov1/GCF_003175155.1_INBov1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnobacterium maltaromaticum,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/975/GCF_000317975.2_ASM31797v2/GCF_000317975.2_ASM31797v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium beijerinckii,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/965/GCF_000016965.1_ASM1696v1/GCF_000016965.1_ASM1696v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus faecalis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/785/GCF_000007785.1_ASM778v1/GCF_000007785.1_ASM778v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/575/GCF_000172575.2_ASM17257v2/GCF_000172575.2_ASM17257v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus garvieae DCC43,RiPP,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/795/GCF_000300795.2_LgDCC43_1.0/GCF_000300795.2_LgDCC43_1.0_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus gasseri,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/885/GCF_002158885.1_ASM215888v1/GCF_002158885.1_ASM215888v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leuconostoc mesenteroides,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/825/GCF_000234825.3_ASM23482v3/GCF_000234825.3_ASM23482v3_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus uberis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/545/GCF_000009545.1_ASM954v1/GCF_000009545.1_ASM954v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces griseus subsp. griseus NBRC 13350,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/605/GCF_000010605.1_ASM1060v1/GCF_000010605.1_ASM1060v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus ratti,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/803/015/GCF_008803015.1_ASM880301v1/GCF_008803015.1_ASM880301v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus equinus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/758/075/GCF_009758075.1_ASM975807v1/GCF_009758075.1_ASM975807v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catenulispora acidiphila DSM 44928,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/025/GCF_000024025.1_ASM2402v1/GCF_000024025.1_ASM2402v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus cereus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/825/GCF_000007825.1_ASM782v1/GCF_000007825.1_ASM782v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/399/265/GCF_000399265.1_Baci_cere_BAG2O-1_G13184_V1/GCF_000399265.1_Baci_cere_BAG2O-1_G13184_V1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces cinnamoneus,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/495/GCF_014650495.1_ASM1465049v1/GCF_014650495.1_ASM1465049v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus subtilis subsp. spizizenii,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/565/GCF_000146565.1_ASM14656v1/GCF_000146565.1_ASM14656v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/475/GCF_006094475.1_ASM609447v1/GCF_006094475.1_ASM609447v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus epidermidis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/925/GCF_000011925.1_ASM1192v1/GCF_000011925.1_ASM1192v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus subtilis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/045/GCF_000009045.1_ASM904v1/GCF_000009045.1_ASM904v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/565/GCF_000146565.1_ASM14656v1/GCF_000146565.1_ASM14656v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/475/GCF_006094475.1_ASM609447v1/GCF_006094475.1_ASM609447v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharopolyspora erythraea NRRL 2338,RiPP,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/171/635/GCF_000171635.1_ASM17163v1/GCF_000171635.1_ASM17163v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus gallinarum,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/968/815/GCF_003968815.1_ASM396881v1/GCF_003968815.1_ASM396881v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geobacillus thermodenitrificans,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/065/GCF_002072065.1_ASM207206v1/GCF_002072065.1_ASM207206v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces viridochromogenes DSM 40736,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/955/GCF_000158955.1_ASM15895v1/GCF_000158955.1_ASM15895v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinomadura namibiensis,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/138/665/GCF_014138665.1_ASM1413866v1/GCF_014138665.1_ASM1413866v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus lactis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/865/GCF_000006865.1_ASM686v1/GCF_000006865.1_ASM686v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus lactis subsp. lactis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/865/GCF_000006865.1_ASM686v1/GCF_000006865.1_ASM686v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus licheniformis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/425/GCF_000008425.1_ASM842v1/GCF_000008425.1_ASM842v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus macedonicus,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/735/805/GCF_002735805.1_ASM273580v1/GCF_002735805.1_ASM273580v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus mutans N66,RiPP,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/339/975/GCF_000339975.1_ASM33997v1/GCF_000339975.1_ASM33997v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus mutans,RiPP,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/339/975/GCF_000339975.1_ASM33997v1/GCF_000339975.1_ASM33997v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/465/GCF_000007465.2_ASM746v2/GCF_000007465.2_ASM746v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus warneri,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/691/405/GCF_003691405.1_ASM369140v1/GCF_003691405.1_ASM369140v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paenibacillus polymyxa OSY-DF,RiPP,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/445/GCF_000265445.1_PaePol1.0/GCF_000265445.1_PaePol1.0_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paenibacillus polymyxa,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/875/GCF_000146875.3_ASM14687v2/GCF_000146875.3_ASM14687v2_genomic.fna.gz,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/445/GCF_000265445.1_PaePol1.0/GCF_000265445.1_PaePol1.0_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paenibacillus terrae,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/585/GCF_000235585.1_ASM23558v1/GCF_000235585.1_ASM23558v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces albidoflavus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/525/GCF_000359525.1_ASM35952v1/GCF_000359525.1_ASM35952v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus salivarius,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/315/GCF_000253315.1_ASM25331v1/GCF_000253315.1_ASM25331v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces filamentosus NRRL 15998,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/455/GCF_000156455.1_ASM15645v1/GCF_000156455.1_ASM15645v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/595/GCF_000145595.1_ASM14559v1/GCF_000145595.1_ASM14559v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/005/GCF_000009005.1_ASM900v1/GCF_000009005.1_ASM900v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/425/GCF_000013425.1_ASM1342v1/GCF_000013425.1_ASM1342v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus pyogenes,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/785/GCF_000006785.2_ASM678v2/GCF_000006785.2_ASM678v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus subtilis subsp. subtilis str. 168,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/045/GCF_000009045.1_ASM904v1/GCF_000009045.1_ASM904v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus subtilis subsp. spizizenii ATCC 6633,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/475/GCF_006094475.1_ASM609447v1/GCF_006094475.1_ASM609447v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus thermophilus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/395/GCF_000253395.1_ASM25339v1/GCF_000253395.1_ASM25339v1_genomic.fna.gz,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/685/GCF_020736685.1_ASM2073668v1/GCF_020736685.1_ASM2073668v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kocuria varians,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/745/GCF_002250745.2_ASM225074v2/GCF_002250745.2_ASM225074v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces venezuelae ATCC 10712,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/639/165/GCF_008639165.1_ASM863916v1/GCF_008639165.1_ASM863916v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium botulinum A str. ATCC 3502,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/585/GCF_000063585.1_ASM6358v1/GCF_000063585.1_ASM6358v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus pyogenes M1 GAS,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/785/GCF_000006785.2_ASM678v2/GCF_000006785.2_ASM678v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizobium leguminosarum,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/265/GCF_000009265.1_ASM926v1/GCF_000009265.1_ASM926v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/845/GCF_000005845.2_ASM584v2/GCF_000005845.2_ASM584v2_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/975/GCF_003546975.1_ASM354697v1/GCF_003546975.1_ASM354697v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/445/GCF_000007445.1_ASM744v1/GCF_000007445.1_ASM744v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/205/GCF_000307205.1_ASM30720v1/GCF_000307205.1_ASM30720v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus velezensis FZB42,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/785/GCF_000015785.2_ASM1578v2/GCF_000015785.2_ASM1578v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asticcacaulis excentricus CB 48,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/215/GCF_000175215.2_ASM17521v2/GCF_000175215.2_ASM17521v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caulobacter segnis ATCC 21756,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/285/GCF_000092285.1_ASM9228v1/GCF_000092285.1_ASM9228v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodococcus jostii,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/565/GCF_000014565.1_ASM1456v1/GCF_000014565.1_ASM1456v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubrivivax gelatinosus IL144,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/255/GCF_000284255.1_ASM28425v1/GCF_000284255.1_ASM28425v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingobium japonicum UT26S,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/125/GCF_000091125.1_ASM9112v1/GCF_000091125.1_ASM9112v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces sviceus ATCC 29083,RiPP,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/965/GCF_000154965.1_ASM15496v1/GCF_000154965.1_ASM15496v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthomonas gardneri ATCC 19865,RiPP,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/065/GCF_000192065.1_ASM19206v1/GCF_000192065.1_ASM19206v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli Nissle 1917,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/975/GCF_003546975.1_ASM354697v1/GCF_003546975.1_ASM354697v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces lividans TK24,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/935/GCF_000158935.1_ASM15893v1/GCF_000158935.1_ASM15893v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces sp. e14,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/775/GCF_000162775.1_ASM16277v1/GCF_000162775.1_ASM16277v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus thuringiensis,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/505/GCF_000008505.1_ASM850v1/GCF_000008505.1_ASM850v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/146/815/GCF_002146815.1_ASM214681v1/GCF_002146815.1_ASM214681v1_genomic.fna.gz,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/355/GCF_000193355.1_ASM19335v1/GCF_000193355.1_ASM19335v1_genomic.fna.gz,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/675/GCF_000161675.1_ASM16167v1/GCF_000161675.1_ASM16167v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces hygroscopicus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/075/GCF_001447075.1_ASM144707v1/GCF_001447075.1_ASM144707v1_genomic.fna.gz,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/435/GCF_001553435.1_ASM155343v1/GCF_001553435.1_ASM155343v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macrococcus caseolyticus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/585/GCF_000010585.1_ASM1058v1/GCF_000010585.1_ASM1058v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinokineospora fastidiosa,RiPP,Scaffold,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/648/415/GCF_014648415.1_ASM1464841v1/GCF_014648415.1_ASM1464841v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces actuosus,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/208/035/GCF_003208035.1_ASM320803v1/GCF_003208035.1_ASM320803v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces sioyaensis,RiPP,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/122/735/GCF_004122735.1_ASM412273v1/GCF_004122735.1_ASM412273v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus cereus ATCC 14579,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/825/GCF_000007825.1_ASM782v1/GCF_000007825.1_ASM782v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus faecium DO,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/395/GCF_000174395.2_ASM17439v2/GCF_000174395.2_ASM17439v2_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergillus flavus NRRL3357,RiPP,Chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/117/465/GCF_014117465.1_ASM1411746v1/GCF_014117465.1_ASM1411746v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus paragasseri JV-V03,RiPP,Complete Genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/075/GCF_005886075.1_ASM588607v1/GCF_005886075.1_ASM588607v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paracoccus haeundaensis,Terpene,Contig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/239/215/GCF_006239215.1_ASM623921v1/GCF_006239215.1_ASM623921v1_genomic.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
